transaction_id,customer_id,transaction_amount,transaction_type,transaction_time,transaction_location,device_type,previous_transactions_count,new_beneficiary,device_changed,iban_valid,weekend,night_transaction,is_fraud
T4358,C8660,199615.89,transfer,05:03,Munich,mobile,14,1,1,0,0,1,1
T4359,C1944,191766.94,payment,08:25,Hamburg,mobile,28,1,1,1,1,0,0
T4360,C1634,1415.83,withdrawal,03:14,Cologne,ATM,27,1,1,0,0,1,1
T4361,C9444,42963.03,deposit,14:54,Cologne,ATM,88,1,0,0,0,0,1
T4362,C3782,137197.44,withdrawal,12:43,Outside EU,desktop,81,0,0,0,1,0,0
T4363,C6359,56001.94,withdrawal,03:48,Cologne,desktop,10,0,1,0,0,1,0
T4364,C7916,66911.95,payment,04:17,Berlin,desktop,81,0,1,1,0,1,0
T4365,C9660,168528.55,transfer,22:14,Cologne,desktop,44,1,0,0,1,0,1
T4366,C1976,188326.67,withdrawal,14:50,Hamburg,ATM,85,1,1,1,0,0,0
T4367,C7618,24390.04,deposit,07:32,Berlin,mobile,60,1,1,1,0,0,0
T4368,C3280,11337.41,deposit,09:25,Frankfurt,ATM,78,1,0,0,0,0,1
T4369,C2867,20915.99,withdrawal,01:23,Hamburg,ATM,45,1,0,0,0,1,1
T4370,C9031,126059.42,payment,17:42,Cologne,mobile,71,1,0,0,0,0,1
T4371,C6057,156544.68,payment,07:22,Outside EU,ATM,97,0,0,1,1,0,0
T4372,C7132,169267.15,deposit,10:08,Hamburg,mobile,93,1,0,1,0,0,0
T4373,C4295,25215.57,payment,02:46,Cologne,mobile,58,1,1,1,1,1,0
T4374,C1351,27830.84,transfer,22:44,Munich,desktop,14,1,1,0,0,0,1
T4375,C5287,177193.2,deposit,22:14,Berlin,mobile,21,1,0,0,0,0,1
T4376,C8632,133979.96,withdrawal,19:37,Berlin,desktop,78,1,1,0,1,0,1
T4377,C2469,97888.41,payment,01:50,Frankfurt,desktop,43,0,0,1,0,1,0
T4378,C4254,62553.67,withdrawal,05:12,Outside EU,desktop,100,0,1,0,0,1,1
T4379,C2532,34858.29,payment,13:30,Berlin,ATM,49,1,1,0,1,0,1
T4380,C6299,156024.16,payment,23:27,Munich,mobile,38,0,1,0,1,1,0
T4381,C9851,154953.17,payment,21:12,Berlin,desktop,25,0,0,1,1,0,0
T4382,C2958,76528.7,withdrawal,02:45,Cologne,mobile,26,1,0,0,1,1,1
T4383,C2787,195958.78,transfer,06:54,Hamburg,mobile,22,0,1,1,1,0,0
T4384,C9296,150535.03,withdrawal,00:05,Frankfurt,desktop,49,1,1,0,1,1,1
T4385,C2054,45998.41,payment,07:11,Outside EU,desktop,58,1,1,0,0,0,1
T4386,C3783,133697.72,deposit,12:21,Outside EU,mobile,65,1,1,1,1,0,0
T4387,C9104,69577.07,withdrawal,21:22,Outside EU,mobile,33,0,1,0,1,0,0
T4388,C4477,88147.71,transfer,09:40,Hamburg,mobile,26,0,1,1,0,0,0
T4389,C2478,179574.33,payment,16:58,Hamburg,ATM,4,1,1,1,1,0,0
T4390,C2702,142970.67,transfer,17:14,Frankfurt,ATM,46,0,0,0,0,0,0
T4391,C7441,175895.84,deposit,00:15,Munich,ATM,65,1,0,1,0,1,0
T4392,C5606,160239.38,deposit,20:36,Berlin,desktop,79,1,0,0,0,0,1
T4393,C7667,57304.09,transfer,11:11,Frankfurt,ATM,61,0,0,1,0,0,0
T4394,C6340,65302.49,deposit,13:48,Cologne,desktop,67,1,1,1,1,0,0
T4395,C5347,175669.19,payment,05:36,Munich,desktop,8,1,1,1,0,1,0
T4396,C6452,105829.13,withdrawal,13:30,Cologne,ATM,72,1,0,1,0,0,0
T4397,C3083,83405.5,transfer,13:50,Munich,desktop,15,1,1,1,1,0,0
T4398,C9123,80299.98,transfer,10:35,Berlin,mobile,82,0,0,0,1,0,0
T4399,C3245,24545.01,transfer,17:32,Berlin,desktop,50,0,1,0,0,0,0
T4400,C5786,40143.37,withdrawal,22:19,Outside EU,ATM,70,1,0,0,1,0,1
T4401,C9828,32349.34,withdrawal,07:50,Munich,desktop,7,0,0,1,1,0,0
T4402,C6224,120836.99,transfer,17:06,Frankfurt,ATM,21,0,0,0,1,0,0
T4403,C5144,71658.47,transfer,13:05,Hamburg,mobile,92,1,1,1,0,0,0
T4404,C3023,162361.28,withdrawal,07:37,Outside EU,desktop,84,1,0,0,1,0,1
T4405,C4171,51913.59,payment,20:12,Frankfurt,mobile,69,1,0,0,1,0,1
T4406,C8461,21428.57,payment,03:42,Cologne,desktop,97,0,0,0,1,1,0
T4407,C5799,118600.86,transfer,19:56,Munich,desktop,20,1,0,1,0,0,0
T4408,C5190,24145.7,deposit,11:26,Berlin,desktop,29,0,0,1,0,0,0
T4409,C3529,142653.06,withdrawal,16:04,Munich,ATM,7,0,0,1,0,0,0
T4410,C8983,162898.14,deposit,08:42,Outside EU,ATM,37,1,1,0,1,0,1
T4411,C5708,41042.47,withdrawal,06:34,Munich,ATM,1,0,1,0,1,0,0
T4412,C3929,94369.84,deposit,09:25,Outside EU,mobile,50,0,1,0,0,0,0
T4413,C1150,148921.15,payment,22:08,Cologne,mobile,68,0,0,1,0,0,0
T4414,C6388,77937.52,payment,19:36,Cologne,mobile,98,0,1,0,1,0,0
T4415,C2591,60026.9,payment,20:55,Hamburg,ATM,51,1,0,1,0,0,0
T4416,C3943,141897.96,payment,19:13,Frankfurt,ATM,7,1,1,0,1,0,1
T4417,C8786,8725.43,payment,14:16,Frankfurt,mobile,41,1,0,1,0,0,0
T4418,C6218,95450.15,withdrawal,20:28,Hamburg,ATM,92,1,1,1,0,0,0
T4419,C1998,10126.1,payment,14:04,Munich,desktop,0,1,1,0,0,0,1
T4420,C4923,28582.4,deposit,04:40,Berlin,ATM,89,1,0,1,0,1,0
T4421,C2729,30971.04,withdrawal,12:18,Munich,mobile,52,0,0,0,1,0,0
T4422,C7571,46749.45,withdrawal,02:00,Hamburg,desktop,30,1,0,0,0,1,1
T4423,C3865,184538.35,withdrawal,02:39,Munich,desktop,29,0,0,1,1,1,0
T4424,C7100,135715.54,deposit,00:43,Hamburg,mobile,28,0,0,0,0,1,0
T4425,C4125,69591.21,deposit,20:48,Outside EU,mobile,8,1,0,1,1,0,0
T4426,C1746,26034.31,transfer,07:58,Munich,desktop,73,1,1,1,1,0,0
T4427,C2333,128278.07,deposit,11:50,Outside EU,mobile,58,0,1,1,0,0,0
T4428,C6436,140199.53,transfer,04:18,Berlin,mobile,74,0,1,1,0,1,0
T4429,C9475,58720.75,payment,22:17,Berlin,ATM,26,0,0,0,1,0,0
T4430,C1094,94497.81,payment,20:21,Hamburg,mobile,21,1,1,0,1,0,1
T4431,C5944,86026.82,deposit,19:36,Hamburg,mobile,32,1,0,0,1,0,1
T4432,C4478,94688.3,withdrawal,02:16,Berlin,mobile,40,0,0,0,0,1,0
T4433,C2848,128262.05,transfer,19:41,Hamburg,ATM,37,0,1,0,0,0,0
T4434,C9642,126137.52,deposit,17:21,Berlin,mobile,20,1,0,0,0,0,1
T4435,C1822,70192.13,payment,11:02,Hamburg,mobile,63,0,0,0,0,0,0
T4436,C2784,107365.17,withdrawal,03:08,Frankfurt,ATM,42,1,0,1,0,1,0
T4437,C5774,117614.23,payment,03:20,Cologne,mobile,34,1,0,0,1,1,1
T4438,C6808,169158.93,payment,07:03,Munich,mobile,6,0,1,0,1,0,0
T4439,C9999,23689.28,transfer,03:27,Berlin,mobile,70,0,0,1,0,1,0
T4440,C7968,131242.39,payment,01:30,Outside EU,ATM,9,1,1,1,1,1,1
T4441,C9560,102776.21,withdrawal,04:30,Munich,mobile,38,0,1,1,1,1,0
T4442,C5264,898.7,deposit,17:21,Outside EU,ATM,30,1,1,0,1,0,1
T4443,C7477,109732.99,withdrawal,05:58,Frankfurt,ATM,15,0,0,0,1,1,0
T4444,C6967,7078.65,payment,21:43,Outside EU,mobile,57,0,1,0,0,0,0
T4445,C1555,115493.04,withdrawal,07:14,Berlin,ATM,74,1,0,0,0,0,1
T4446,C6507,140415.35,deposit,00:07,Frankfurt,mobile,26,1,0,1,0,1,0
T4447,C4708,83045.24,transfer,04:50,Outside EU,mobile,44,1,1,1,1,1,1
T4448,C4874,29013.15,deposit,09:51,Munich,desktop,2,0,1,0,1,0,0
T4449,C9348,39038.51,deposit,05:43,Hamburg,mobile,92,0,1,0,0,1,0
T4450,C8478,3232.4,transfer,21:58,Hamburg,ATM,48,0,0,0,1,0,0
T4451,C2121,51013.14,payment,07:09,Frankfurt,desktop,49,1,1,0,1,0,1
T4452,C3317,99133.82,deposit,04:45,Berlin,desktop,78,0,0,0,0,1,0
T4453,C9524,111255.53,withdrawal,10:26,Cologne,mobile,78,1,0,0,0,0,1
T4454,C4228,139801.16,transfer,08:10,Berlin,ATM,94,1,0,0,0,0,1
T4455,C1165,82609.69,payment,00:04,Outside EU,ATM,32,0,0,0,0,1,1
T4456,C1354,89348.98,deposit,00:52,Munich,mobile,41,0,1,1,1,1,0
T4457,C3575,130609.86,withdrawal,06:22,Cologne,desktop,97,0,0,0,1,0,0
T4458,C3699,117495.74,payment,03:31,Frankfurt,desktop,1,0,1,1,0,1,0
T4459,C8833,50557.39,payment,02:26,Frankfurt,ATM,25,0,1,1,1,1,0
T4460,C6426,45154.33,deposit,22:15,Outside EU,mobile,71,0,1,0,1,0,0
T4461,C9619,86954.07,payment,04:51,Frankfurt,desktop,4,1,0,0,1,1,1
T4462,C9569,166050.44,withdrawal,05:38,Frankfurt,mobile,83,0,1,0,0,1,0
T4463,C7614,144649.85,payment,04:40,Munich,desktop,20,1,0,1,0,1,0
T4464,C9834,168343.02,withdrawal,02:44,Outside EU,desktop,50,1,0,1,1,1,1
T4465,C3729,35089.69,deposit,10:06,Berlin,mobile,18,1,1,1,0,0,0
T4466,C5426,167686.87,transfer,16:37,Hamburg,mobile,71,0,1,0,0,0,0
T4467,C3316,198876.45,withdrawal,10:40,Berlin,desktop,70,0,1,1,0,0,0
T4468,C8831,69726.93,transfer,11:48,Berlin,mobile,42,0,1,1,1,0,0
T4469,C2031,13194.7,transfer,05:35,Frankfurt,mobile,25,0,0,1,1,1,0
T4470,C6047,77846.78,transfer,14:59,Hamburg,desktop,20,1,1,0,0,0,1
T4471,C5182,16754.52,withdrawal,19:43,Munich,ATM,25,0,0,1,1,0,0
T4472,C2968,162826.75,deposit,09:07,Outside EU,desktop,40,1,1,1,0,0,0
T4473,C2603,44985.64,transfer,10:42,Berlin,mobile,71,0,1,0,1,0,0
T4474,C5612,11708.83,payment,02:59,Hamburg,ATM,46,0,0,1,0,1,0
T4475,C9709,60776.41,transfer,03:48,Munich,mobile,53,1,1,0,1,1,1
T4476,C7909,39994.77,transfer,18:22,Munich,ATM,60,0,0,1,0,0,0
T4477,C4091,197964.85,transfer,15:13,Frankfurt,mobile,37,1,0,1,1,0,0
T4478,C8590,189947.42,transfer,02:10,Frankfurt,desktop,0,0,1,1,0,1,1
T4479,C2585,114772.78,payment,20:56,Munich,ATM,10,0,0,1,0,0,0
T4480,C9570,140267.49,withdrawal,15:39,Munich,mobile,40,1,0,0,1,0,1
T4481,C9820,67664.71,payment,15:19,Outside EU,ATM,97,1,0,1,0,0,0
T4482,C6837,13087.15,deposit,18:31,Cologne,ATM,88,1,1,0,1,0,1
T4483,C2266,155761.82,deposit,08:55,Outside EU,ATM,53,1,1,0,0,0,1
T4484,C8245,157866.25,withdrawal,03:21,Berlin,desktop,57,1,1,0,1,1,1
T4485,C3375,133137.73,deposit,00:16,Frankfurt,ATM,22,0,1,0,1,1,0
T4486,C5504,185002.36,payment,04:49,Cologne,mobile,72,0,1,1,0,1,0
T4487,C2188,115850.64,payment,07:18,Frankfurt,desktop,8,0,1,0,1,0,0
T4488,C9772,148617.45,payment,20:47,Cologne,desktop,56,1,1,1,0,0,0
T4489,C9440,162745.03,deposit,06:43,Berlin,mobile,75,0,1,0,0,0,0
T4490,C9961,115178.14,payment,11:53,Berlin,mobile,63,1,0,1,0,0,0
T4491,C8496,18716.91,payment,18:04,Berlin,mobile,45,1,0,0,1,0,1
T4492,C7882,134874.04,withdrawal,09:08,Munich,desktop,33,0,1,0,0,0,0
T4493,C8601,3828.19,payment,10:27,Munich,ATM,94,1,1,0,1,0,1
T4494,C1399,16061.86,withdrawal,15:22,Berlin,ATM,98,0,0,1,0,0,0
T4495,C3980,86966.85,transfer,11:32,Outside EU,mobile,85,1,0,1,1,0,0
T4496,C4645,13675.36,withdrawal,08:54,Outside EU,ATM,8,1,0,1,0,0,0
T4497,C7144,135550.62,transfer,17:50,Frankfurt,desktop,16,0,0,0,0,0,0
T4498,C4261,67612.02,transfer,16:00,Munich,mobile,92,0,0,0,0,0,0
T4499,C3077,180937.32,transfer,19:09,Outside EU,desktop,86,1,0,0,1,0,1
T4500,C8629,166874.15,transfer,05:42,Frankfurt,ATM,79,1,0,1,1,1,0
T4501,C7586,147748.3,transfer,05:02,Munich,ATM,6,0,1,1,1,1,0
T4502,C5055,194913.88,withdrawal,01:32,Munich,ATM,83,1,0,1,1,1,0
T4503,C6687,66244.17,transfer,14:59,Munich,mobile,44,0,0,0,0,0,0
T4504,C9065,165572.61,deposit,09:54,Munich,mobile,54,0,1,0,1,0,0
T4505,C6260,96358.55,payment,10:10,Hamburg,desktop,69,0,0,0,0,0,0
T4506,C6123,140902.07,payment,21:42,Hamburg,desktop,18,0,0,0,0,0,0
T4507,C2691,192758.57,payment,15:14,Berlin,ATM,96,1,0,1,0,0,0
T4508,C7420,100127.24,withdrawal,21:22,Hamburg,ATM,74,0,0,1,0,0,0
T4509,C6818,101443.88,deposit,13:50,Munich,mobile,98,0,1,1,0,0,0
T4510,C3531,106911.05,withdrawal,07:28,Berlin,ATM,2,0,0,1,1,0,0
T4511,C3785,158026.45,payment,05:48,Munich,desktop,71,0,1,0,0,1,0
T4512,C3777,48982.04,deposit,08:34,Berlin,mobile,50,1,0,0,0,0,1
T4513,C2107,49528.48,deposit,20:48,Hamburg,mobile,93,1,1,1,0,0,0
T4514,C2608,132602.98,payment,20:00,Cologne,desktop,93,0,1,1,0,0,1
T4515,C4362,44990.37,withdrawal,10:01,Cologne,desktop,85,1,0,0,1,0,1
T4516,C2870,7925.87,payment,00:00,Berlin,ATM,9,0,1,1,1,1,0
T4517,C2246,80921.0,payment,06:59,Hamburg,ATM,56,0,1,0,0,0,0
T4518,C3811,36407.66,deposit,03:37,Munich,ATM,50,0,1,0,1,1,0
T4519,C6871,13666.83,payment,11:43,Outside EU,desktop,10,1,0,0,0,0,1
T4520,C4568,100657.36,withdrawal,22:17,Hamburg,ATM,58,1,0,1,1,0,0
T4521,C2512,47767.87,deposit,09:56,Cologne,ATM,77,0,1,0,1,0,0
T4522,C9396,13550.32,deposit,05:15,Cologne,mobile,70,0,1,0,1,1,0
T4523,C7547,148232.27,deposit,04:48,Cologne,desktop,6,1,0,0,1,1,1
T4524,C2759,106301.54,deposit,00:36,Frankfurt,ATM,50,0,1,0,1,1,0
T4525,C4632,41787.04,transfer,21:20,Cologne,ATM,82,1,1,0,0,0,1
T4526,C8263,104163.51,payment,13:27,Cologne,ATM,17,0,0,0,0,0,0
T4527,C9613,98789.42,withdrawal,17:06,Frankfurt,desktop,62,1,1,0,1,0,1
T4528,C6377,199037.64,payment,11:42,Outside EU,ATM,9,0,0,0,0,0,0
T4529,C6778,122136.99,deposit,13:09,Cologne,mobile,40,1,0,0,1,0,1
T4530,C2126,179647.87,transfer,15:26,Hamburg,desktop,20,0,1,0,1,0,0
T4531,C9517,93070.66,deposit,09:09,Frankfurt,mobile,18,0,0,1,1,0,0
T4532,C6652,189297.45,payment,22:44,Munich,mobile,50,1,1,1,0,0,0
T4533,C6358,159058.7,payment,12:48,Cologne,ATM,53,0,1,1,1,0,0
T4534,C1849,144531.29,payment,08:25,Frankfurt,ATM,29,1,0,1,1,0,0
T4535,C5171,100555.5,withdrawal,22:24,Frankfurt,desktop,83,0,1,1,1,0,0
T4536,C4438,21993.03,withdrawal,17:37,Munich,ATM,17,0,0,1,0,0,0
T4537,C9901,23304.92,transfer,13:04,Hamburg,desktop,39,0,1,1,1,0,0
T4538,C5333,16478.96,transfer,20:11,Frankfurt,desktop,97,0,0,1,0,0,0
T4539,C7687,8430.8,deposit,04:42,Munich,desktop,30,1,1,1,0,1,0
T4540,C8694,12479.71,withdrawal,20:02,Frankfurt,desktop,60,1,1,0,0,0,1
T4541,C2543,109612.75,withdrawal,22:11,Munich,desktop,29,0,0,0,1,0,0
T4542,C1654,39834.33,transfer,19:23,Frankfurt,desktop,19,0,0,0,0,0,0
T4543,C4187,45142.48,deposit,16:15,Cologne,desktop,91,1,0,1,0,0,0
T4544,C4751,136949.7,transfer,23:58,Outside EU,desktop,86,1,1,1,0,1,1
T4545,C5828,132854.6,transfer,03:10,Munich,ATM,3,0,0,0,0,1,0
T4546,C9476,133816.74,payment,19:56,Cologne,desktop,89,0,0,0,0,0,0
T4547,C2579,161718.79,deposit,01:13,Cologne,ATM,64,0,1,1,1,1,0
T4548,C1507,601.88,payment,23:07,Outside EU,ATM,66,1,1,1,1,1,1
T4549,C8147,20997.55,transfer,02:53,Cologne,mobile,20,1,1,0,1,1,1
T4550,C9944,128826.46,payment,00:03,Cologne,mobile,35,1,0,0,1,1,1
T4551,C1539,79277.59,payment,22:58,Cologne,mobile,4,0,1,1,1,0,0
T4552,C7986,186313.13,deposit,06:37,Hamburg,desktop,88,0,1,0,1,0,0
T4553,C8249,143930.32,payment,15:08,Munich,ATM,38,0,1,0,0,0,0
T4554,C2496,101588.81,transfer,09:15,Outside EU,ATM,95,1,0,0,1,0,1
T4555,C2774,748.63,deposit,14:10,Cologne,desktop,45,0,0,0,0,0,0
T4556,C6245,119162.38,transfer,23:40,Cologne,mobile,93,1,1,0,0,1,1
T4557,C8231,42968.31,withdrawal,08:12,Outside EU,mobile,84,0,1,1,1,0,0
T4558,C7809,192799.28,deposit,21:32,Berlin,desktop,98,0,0,0,0,0,0
T4559,C2950,75824.15,payment,01:09,Outside EU,mobile,25,1,1,0,1,1,1
T4560,C1445,133694.67,payment,19:42,Munich,mobile,72,0,1,0,0,0,0
T4561,C7318,72891.41,payment,20:27,Outside EU,mobile,6,0,0,0,0,0,0
T4562,C4583,166316.13,transfer,05:47,Outside EU,desktop,48,1,0,1,1,1,1
T4563,C9710,75721.2,deposit,14:17,Cologne,ATM,76,0,0,0,0,0,0
T4564,C7429,180386.81,payment,08:05,Cologne,desktop,83,0,1,1,1,0,0
T4565,C7422,39157.87,payment,22:12,Frankfurt,desktop,81,1,1,1,1,0,0
T4566,C3664,105835.91,withdrawal,19:48,Frankfurt,mobile,30,0,1,0,1,0,0
T4567,C3723,103725.14,deposit,12:41,Outside EU,ATM,14,1,1,0,0,0,1
T4568,C2509,66058.16,deposit,06:37,Munich,ATM,10,1,0,1,0,0,0
T4569,C2719,161550.92,deposit,03:02,Frankfurt,mobile,89,0,1,1,1,1,0
T4570,C7825,69406.0,withdrawal,20:53,Outside EU,desktop,17,0,0,1,0,0,0
T4571,C7600,121196.94,transfer,09:17,Berlin,ATM,41,0,1,0,0,0,0
T4572,C7545,139670.38,deposit,11:29,Munich,mobile,7,0,0,1,0,0,0
T4573,C8287,66439.53,payment,09:15,Munich,desktop,89,0,0,0,1,0,0
T4574,C1687,107830.15,transfer,13:19,Cologne,desktop,61,0,1,1,0,0,0
T4575,C5045,93784.27,transfer,02:30,Berlin,mobile,51,1,0,0,0,1,1
T4576,C4315,196771.52,payment,00:46,Munich,desktop,8,0,1,1,1,1,1
T4577,C2013,65847.79,payment,11:39,Cologne,desktop,11,0,1,0,1,0,0
T4578,C4529,142276.36,withdrawal,14:25,Cologne,ATM,54,1,1,0,0,0,1
T4579,C7692,68856.22,withdrawal,01:28,Berlin,mobile,70,0,1,0,0,1,0
T4580,C7004,69676.56,transfer,01:30,Frankfurt,ATM,81,1,1,0,0,1,1
T4581,C9318,179103.59,deposit,06:22,Frankfurt,ATM,85,0,0,0,1,0,0
T4582,C9564,131509.32,deposit,11:25,Berlin,ATM,27,0,1,1,0,0,0
T4583,C3910,191425.32,transfer,19:08,Cologne,mobile,71,0,1,0,0,0,0
T4584,C5874,184343.22,payment,11:44,Munich,desktop,51,0,1,0,1,0,0
T4585,C2091,98379.3,withdrawal,20:38,Hamburg,ATM,52,0,1,0,1,0,0
T4586,C2830,148538.78,withdrawal,09:27,Berlin,mobile,98,1,1,1,1,0,0
T4587,C8747,176213.02,deposit,02:40,Outside EU,mobile,33,0,1,0,0,1,1
T4588,C9926,146659.87,deposit,01:32,Munich,ATM,21,0,1,0,1,1,1
T4589,C3539,188570.8,deposit,01:46,Frankfurt,ATM,53,1,0,0,1,1,1
T4590,C4164,122279.01,transfer,00:37,Cologne,desktop,5,1,0,0,1,1,1
T4591,C4107,129522.26,withdrawal,07:27,Hamburg,desktop,47,0,1,1,1,0,0
T4592,C6222,28888.8,payment,06:38,Outside EU,desktop,37,0,1,0,0,0,0
T4593,C6581,134260.56,deposit,08:40,Outside EU,ATM,83,1,0,1,0,0,0
T4594,C6138,19442.2,payment,22:26,Munich,ATM,75,1,1,0,0,0,1
T4595,C4316,74844.53,deposit,22:13,Frankfurt,desktop,8,1,0,1,1,0,0
T4596,C4084,68490.69,deposit,00:38,Outside EU,ATM,10,0,0,1,0,1,1
T4597,C7844,78449.47,withdrawal,03:41,Berlin,desktop,90,0,1,0,1,1,0
T4598,C8272,183326.08,deposit,19:05,Outside EU,mobile,43,1,0,0,1,0,1
T4599,C6909,171166.36,payment,05:37,Berlin,mobile,13,0,0,1,0,1,0
T4600,C4901,96183.75,payment,12:18,Munich,ATM,31,1,0,1,1,0,0
T4601,C4804,9250.84,payment,04:01,Hamburg,mobile,37,0,1,1,1,1,0
T4602,C1542,137164.99,payment,20:08,Cologne,desktop,94,1,0,1,1,0,0
T4603,C3413,183084.21,payment,11:26,Munich,mobile,86,1,0,1,1,0,0
T4604,C4315,115703.92,payment,07:59,Cologne,desktop,68,0,1,0,0,0,0
T4605,C2134,151070.29,payment,04:13,Berlin,desktop,30,1,0,0,1,1,1
T4606,C4355,23907.14,payment,13:21,Munich,desktop,73,1,0,1,0,0,0
T4607,C4435,31513.65,transfer,06:02,Berlin,ATM,85,1,0,1,1,0,1
T4608,C4189,8897.39,withdrawal,02:44,Hamburg,mobile,46,0,1,1,1,1,0
T4609,C3500,75191.93,payment,02:14,Munich,mobile,6,0,1,0,0,1,0
T4610,C2764,107683.14,deposit,19:01,Berlin,mobile,77,1,1,1,0,0,0
T4611,C2109,43660.17,payment,14:34,Munich,ATM,73,1,1,0,1,0,1
T4612,C2653,16949.22,deposit,11:18,Munich,desktop,50,1,0,1,1,0,0
T4613,C5188,166429.55,deposit,20:40,Cologne,mobile,41,1,1,0,0,0,1
T4614,C3855,106502.2,deposit,21:28,Berlin,ATM,40,0,1,0,0,0,0
T4615,C7570,122793.86,payment,18:18,Outside EU,desktop,67,1,0,0,0,0,1
T4616,C2032,119351.61,deposit,20:48,Frankfurt,ATM,12,0,1,0,1,0,0
T4617,C8565,88301.62,payment,14:39,Berlin,desktop,39,0,1,0,0,0,0
T4618,C7167,70344.36,deposit,05:51,Outside EU,desktop,27,1,0,0,0,1,1
T4619,C7908,34408.93,transfer,05:05,Berlin,desktop,2,0,1,1,0,1,0
T4620,C7207,80383.49,payment,21:53,Berlin,desktop,67,1,1,1,0,0,0
T4621,C5365,73966.05,transfer,14:24,Hamburg,desktop,14,0,1,0,1,0,0
T4622,C6569,196558.47,withdrawal,18:18,Hamburg,ATM,32,0,1,1,0,0,0
T4623,C5268,155006.63,withdrawal,19:05,Outside EU,desktop,71,1,1,1,1,0,0
T4624,C1995,197916.29,transfer,04:56,Berlin,ATM,58,0,1,0,1,1,0
T4625,C1622,177977.14,transfer,00:21,Cologne,mobile,37,0,1,1,0,1,0
T4626,C7992,30527.45,payment,16:59,Hamburg,desktop,18,1,1,0,1,0,1
T4627,C9730,9330.33,payment,12:21,Frankfurt,mobile,9,0,1,1,1,0,0
T4628,C7532,91618.89,deposit,20:34,Hamburg,ATM,20,1,1,0,1,0,1
T4629,C1416,44301.45,withdrawal,22:36,Hamburg,mobile,78,0,0,0,0,0,0
T4630,C5176,99647.07,transfer,00:09,Outside EU,ATM,65,1,1,1,1,1,1
T4631,C5743,178454.39,withdrawal,21:29,Hamburg,ATM,2,1,0,1,0,0,0
T4632,C5889,173596.53,deposit,15:52,Cologne,ATM,77,0,0,1,0,0,0
T4633,C8435,163778.74,withdrawal,03:45,Outside EU,ATM,21,1,1,0,1,1,1
T4634,C6675,109044.62,withdrawal,03:32,Cologne,mobile,40,0,0,0,0,1,0
T4635,C8253,19200.84,deposit,12:07,Outside EU,mobile,51,0,0,0,0,0,0
T4636,C4117,121467.58,payment,22:37,Hamburg,ATM,92,0,0,1,1,0,1
T4637,C4638,181778.53,withdrawal,23:28,Cologne,desktop,8,1,1,1,1,1,0
T4638,C1476,64183.26,transfer,18:49,Cologne,mobile,100,1,1,0,0,0,1
T4639,C7037,167968.12,payment,15:15,Frankfurt,mobile,8,0,1,1,0,0,0
T4640,C1300,182790.98,transfer,03:10,Munich,mobile,29,0,1,1,0,1,0
T4641,C4028,48884.84,deposit,11:19,Berlin,ATM,97,1,0,0,1,0,1
T4642,C6146,75901.63,withdrawal,19:08,Hamburg,desktop,93,0,0,1,0,0,0
T4643,C9884,28868.66,withdrawal,11:24,Munich,mobile,84,0,0,1,1,0,0
T4644,C8797,121878.55,transfer,11:47,Cologne,desktop,35,0,1,0,0,0,0
T4645,C7749,160480.07,withdrawal,14:42,Cologne,ATM,72,0,0,1,0,0,0
T4646,C7436,69074.27,deposit,05:46,Hamburg,desktop,99,1,1,0,0,1,1
T4647,C7052,118481.3,payment,06:25,Cologne,desktop,11,1,0,0,0,0,1
T4648,C6706,118691.81,transfer,19:57,Cologne,desktop,82,0,0,1,0,0,0
T4649,C5089,40974.43,withdrawal,20:11,Munich,mobile,19,1,0,1,1,0,0
T4650,C8544,124808.06,transfer,18:29,Frankfurt,mobile,1,1,0,0,0,0,1
T4651,C9053,73053.35,deposit,02:22,Munich,desktop,13,0,1,1,0,1,0
T4652,C8418,113502.54,payment,01:49,Berlin,mobile,47,0,0,1,1,1,0
T4653,C5884,161888.57,payment,13:52,Cologne,desktop,21,0,1,1,0,0,0
T4654,C4028,95777.08,payment,22:18,Cologne,desktop,61,0,1,1,0,0,0
T4655,C1730,36056.99,withdrawal,08:57,Berlin,mobile,75,1,1,0,0,0,1
T4656,C2667,162713.39,transfer,11:34,Frankfurt,ATM,79,1,0,0,1,0,1
T4657,C8212,60360.55,deposit,17:00,Frankfurt,ATM,0,1,1,1,0,0,1
T4658,C3593,155118.24,payment,17:38,Frankfurt,mobile,85,1,1,0,0,0,1
T4659,C4153,163892.64,payment,02:16,Outside EU,ATM,69,1,1,0,1,1,1
T4660,C8233,81366.94,deposit,04:52,Outside EU,desktop,62,1,1,1,1,1,1
T4661,C2230,193663.46,deposit,13:00,Frankfurt,mobile,2,1,1,0,0,0,1
T4662,C9881,75764.16,deposit,17:38,Munich,mobile,59,0,0,1,1,0,0
T4663,C1451,117654.17,transfer,05:46,Berlin,ATM,71,1,1,0,1,1,1
T4664,C4036,19123.72,transfer,08:09,Munich,mobile,87,0,0,0,0,0,0
T4665,C9766,195230.49,transfer,08:51,Outside EU,mobile,5,1,0,1,1,0,0
T4666,C7198,20857.6,payment,02:07,Cologne,mobile,44,1,0,1,1,1,0
T4667,C5039,4690.62,transfer,16:17,Outside EU,mobile,93,0,0,0,1,0,0
T4668,C7177,34658.51,transfer,17:38,Cologne,ATM,88,1,0,1,0,0,0
T4669,C7008,78452.84,deposit,18:18,Cologne,mobile,77,1,0,0,0,0,1
