transaction_amount,transaction_type,hour,country,device,previous_transactions,new_beneficiary,new_device,foreign_country,weekend,is_fraud
14854.8,Transfer,23,Poland,Tablet,117,0,1,1,1,0
97586.98,Transfer,8,Belgium,Desktop,44,1,0,0,0,0
110276.86,Transfer,18,France,Tablet,14,0,0,0,0,0
60902.79,Transfer,7,Italy,Desktop,65,1,1,1,1,1
92254.27,Wire,7,France,Tablet,34,0,1,1,1,1
111146.0,SEPA,1,Germany,Mobile,61,0,1,0,0,1
75351.11,Card,12,Germany,Desktop,31,0,1,0,1,0
18916.38,Wire,1,France,Tablet,94,1,0,1,0,1
111541.67,SEPA,0,Spain,Mobile,110,1,0,0,1,1
19791.02,Wire,18,Netherlands,Mobile,10,1,0,1,0,0
50584.65,Transfer,7,Poland,Mobile,114,0,1,0,0,0
39594.74,Card,19,France,Tablet,69,0,0,1,0,0
50943.54,Card,17,Germany,Desktop,110,1,1,1,1,1
63091.18,Card,11,Belgium,Tablet,73,1,0,1,1,1
68546.29,Card,23,Austria,Desktop,28,0,0,0,1,0
70765.15,Wire,1,Austria,Desktop,57,1,1,1,1,1
125304.57,Wire,19,Belgium,Mobile,17,1,0,0,0,0
139408.66,Wire,20,Poland,Tablet,114,0,0,1,1,0
53449.04,Wire,14,Belgium,Mobile,77,0,0,1,0,0
149770.16,SEPA,15,Austria,Tablet,73,1,0,1,1,1
122491.91,Wire,1,Poland,Tablet,55,0,1,1,0,1
137892.01,Transfer,14,France,Mobile,23,0,0,1,0,0
48445.04,Transfer,20,Romania,Mobile,83,1,0,1,0,1
142416.0,Card,14,Netherlands,Mobile,74,1,0,1,0,1
36334.36,Transfer,11,Belgium,Tablet,42,0,0,0,1,0
140755.33,SEPA,21,Belgium,Mobile,82,0,1,1,1,1
38613.86,Transfer,4,Austria,Mobile,106,1,1,1,1,1
46569.22,Card,3,Italy,Desktop,26,0,0,0,1,0
142438.87,Transfer,12,Romania,Mobile,111,0,0,0,1,0
79906.06,SEPA,7,Italy,Mobile,70,1,0,1,0,1
47220.63,Wire,10,Poland,Mobile,2,0,1,0,0,0
128753.85,Wire,11,Poland,Desktop,37,0,1,0,1,0
121447.84,Card,19,Netherlands,Mobile,81,0,0,1,1,0
13221.14,SEPA,10,France,Tablet,65,0,0,1,1,0
92063.94,Card,0,Spain,Mobile,99,1,0,1,0,1
3597.5,SEPA,6,Italy,Tablet,33,1,0,0,0,0
135888.92,Wire,9,Poland,Desktop,114,0,1,1,0,1
56389.15,Card,16,France,Desktop,0,1,1,1,1,1
39154.24,Transfer,7,Germany,Tablet,53,1,1,1,1,1
116266.41,Transfer,15,Netherlands,Tablet,47,1,1,1,0,1
41889.73,Transfer,23,Spain,Tablet,46,0,0,1,1,0
45262.39,SEPA,0,France,Tablet,117,0,1,1,0,1
35433.65,Transfer,11,Poland,Mobile,32,0,1,0,1,0
94258.37,SEPA,21,Romania,Desktop,86,1,0,1,1,1
113158.37,Wire,11,Germany,Desktop,58,0,0,1,0,0
44929.46,SEPA,16,Romania,Mobile,79,0,0,0,0,0
30190.78,Wire,5,Germany,Tablet,21,0,1,1,1,1
45487.84,Card,21,Netherlands,Desktop,95,1,0,1,0,1
132873.76,SEPA,16,Germany,Desktop,50,1,1,1,1,1
62175.48,SEPA,3,Germany,Tablet,6,0,1,0,0,1
43687.72,Transfer,17,Poland,Tablet,68,1,0,0,0,0
96076.33,SEPA,19,Germany,Tablet,103,0,0,1,1,0
31664.12,Wire,21,Netherlands,Tablet,22,0,1,0,0,0
75326.28,Card,9,Belgium,Tablet,80,0,0,1,0,0
63019.35,SEPA,8,Italy,Tablet,102,0,0,1,1,0
12316.61,SEPA,5,Italy,Mobile,41,1,0,1,1,1
139657.28,Wire,19,Germany,Tablet,117,1,0,0,1,0
22765.4,SEPA,11,Italy,Mobile,14,1,0,0,1,0
88730.68,SEPA,17,Austria,Desktop,10,1,0,0,1,0
87329.14,SEPA,11,Italy,Tablet,98,1,1,1,0,1
107057.91,Transfer,2,Italy,Tablet,65,1,1,1,0,1
91276.72,Transfer,4,Belgium,Mobile,55,0,1,1,1,1
3568.3,Card,21,France,Desktop,80,1,0,0,1,0
55732.22,SEPA,6,France,Tablet,25,0,1,0,1,0
32406.12,SEPA,21,France,Mobile,91,0,0,1,1,0
94689.99,Transfer,14,Germany,Tablet,31,0,0,1,1,0
71471.08,Transfer,22,Romania,Mobile,13,0,0,0,0,0
108210.72,SEPA,15,Belgium,Mobile,7,1,0,0,0,0
37905.55,SEPA,5,Belgium,Desktop,58,0,0,0,1,0
32822.86,Card,12,Romania,Desktop,27,1,1,1,1,1
134653.66,Wire,2,Poland,Mobile,101,1,1,1,0,1
8101.44,Transfer,22,Spain,Mobile,28,1,1,1,0,1
121344.95,Wire,4,Romania,Desktop,85,1,1,1,1,1
59537.22,Wire,23,Spain,Tablet,40,0,0,0,0,0
110710.95,Transfer,3,Spain,Mobile,31,0,0,0,1,0
75098.68,Wire,15,Belgium,Desktop,44,1,1,1,0,1
112376.97,Card,15,Spain,Tablet,120,1,1,0,0,1
17301.22,Wire,15,Austria,Tablet,65,1,1,0,0,0
136434.23,SEPA,18,Belgium,Tablet,104,1,1,1,1,1
131224.49,Card,13,Belgium,Mobile,115,0,0,1,1,0
146579.88,SEPA,17,Netherlands,Mobile,7,1,1,0,1,1
66688.22,SEPA,9,Italy,Mobile,108,1,0,0,0,0
85146.13,Wire,8,Romania,Tablet,39,1,0,0,1,0
103947.4,Transfer,12,France,Desktop,19,0,0,0,0,0
131693.29,SEPA,1,Italy,Desktop,64,0,1,1,1,1
143634.83,SEPA,16,Poland,Desktop,53,0,1,1,0,1
94142.53,SEPA,20,Spain,Mobile,99,1,0,1,1,1
30483.95,Wire,22,Spain,Tablet,57,1,0,1,1,1
35566.92,SEPA,17,France,Mobile,100,1,1,1,0,1
94848.69,Transfer,14,Belgium,Mobile,118,1,0,1,0,1
39652.78,Wire,21,Romania,Tablet,46,0,0,1,1,0
104533.51,Transfer,21,Belgium,Mobile,75,1,1,1,0,1
144213.05,Transfer,17,Spain,Tablet,86,1,0,0,1,0
61712.31,Wire,12,Romania,Tablet,61,0,1,0,0,0
73605.98,Card,17,Spain,Mobile,54,1,1,0,0,1
143492.6,Wire,3,Romania,Mobile,120,0,1,0,0,1
142555.34,Card,10,Romania,Tablet,40,0,1,1,1,1
85913.49,Card,8,France,Mobile,112,1,0,0,1,0
114970.47,SEPA,19,Romania,Mobile,31,1,0,0,0,0
114473.55,SEPA,19,Spain,Mobile,61,0,0,0,0,0
148241.18,SEPA,8,Spain,Desktop,119,1,0,0,1,0
141324.01,SEPA,21,Poland,Desktop,60,0,0,1,1,0
123388.56,SEPA,2,Austria,Desktop,21,1,0,0,1,1
35043.93,Transfer,0,Netherlands,Desktop,68,1,1,0,1,1
2455.83,Wire,3,Spain,Tablet,55,0,1,0,1,0
35929.59,Wire,4,Romania,Desktop,117,1,1,1,0,1
137570.32,Wire,4,Netherlands,Mobile,14,1,1,1,0,1
8236.43,Transfer,2,Austria,Tablet,62,0,0,1,1,0
7396.23,Wire,23,Netherlands,Desktop,102,0,0,1,0,0
125668.14,Card,14,Romania,Tablet,54,0,1,0,1,0
5592.11,SEPA,4,Belgium,Tablet,36,1,1,1,1,1
61551.24,Card,5,Netherlands,Tablet,95,1,1,0,1,1
42532.99,Card,12,Romania,Mobile,117,1,1,0,1,1
145161.75,Transfer,9,Poland,Desktop,82,0,1,1,1,1
76326.28,Card,10,France,Desktop,42,0,1,0,1,0
32197.15,Transfer,11,Germany,Tablet,103,1,0,0,1,0
52424.58,Wire,2,Netherlands,Tablet,75,0,1,1,1,1
98730.5,Transfer,18,Italy,Desktop,44,0,1,1,0,1
149877.38,Wire,22,France,Desktop,75,0,1,1,0,1
61553.05,Transfer,7,Italy,Tablet,4,1,1,1,1,1
115050.09,Card,17,Italy,Tablet,23,0,0,0,1,0
126435.6,SEPA,23,Belgium,Desktop,71,0,1,1,1,1
146667.48,SEPA,0,Italy,Mobile,87,0,1,0,1,1
128264.79,Transfer,2,Romania,Desktop,96,1,0,0,0,1
34460.65,Transfer,22,France,Desktop,92,0,1,1,0,1
70997.98,Wire,1,Italy,Tablet,18,1,0,1,1,1
62480.8,Wire,23,Italy,Tablet,64,0,1,0,1,0
147984.55,Card,10,Romania,Tablet,77,0,1,1,0,1
140037.28,SEPA,23,Germany,Tablet,23,1,1,0,1,1
63566.23,Card,10,Belgium,Tablet,22,0,0,1,1,0
110927.07,SEPA,5,France,Tablet,58,1,0,0,0,1
28872.48,Transfer,15,Italy,Desktop,16,1,1,1,1,1
80806.55,Card,13,Poland,Desktop,107,0,0,0,0,0
15393.97,SEPA,22,Austria,Desktop,120,1,0,1,0,0
33709.61,Card,1,Romania,Desktop,98,0,1,0,0,1
142382.64,Transfer,8,Netherlands,Desktop,78,1,0,0,0,0
41158.77,Card,21,Romania,Tablet,100,1,0,0,1,0
141733.9,Card,1,Romania,Tablet,120,1,1,0,0,1
39895.21,SEPA,13,France,Tablet,118,1,0,0,0,0
23831.94,Card,17,France,Desktop,30,1,0,0,1,0
81058.72,Wire,4,Netherlands,Tablet,40,1,0,0,1,1
37514.68,Transfer,10,Austria,Desktop,23,0,1,1,1,1
50767.98,Transfer,12,Belgium,Mobile,16,0,1,0,0,0
86119.88,Card,22,Romania,Tablet,44,1,1,0,0,1
77445.55,SEPA,2,Netherlands,Tablet,5,1,0,1,0,1
106368.5,Card,6,Belgium,Mobile,102,1,1,1,1,1
65331.43,Card,14,Belgium,Desktop,95,0,0,1,0,0
39142.73,Wire,21,Romania,Tablet,71,0,1,0,0,0
126878.95,SEPA,1,Spain,Desktop,24,0,0,0,0,0
46683.02,SEPA,8,Spain,Tablet,44,0,0,1,0,0
37955.79,Card,23,France,Tablet,8,1,0,1,1,1
61229.87,Card,20,Germany,Desktop,1,0,0,0,0,0
110510.03,Card,1,Romania,Tablet,6,0,1,0,1,1
110106.28,Transfer,14,Romania,Desktop,118,0,1,1,0,1
60482.39,Wire,23,Germany,Mobile,5,0,1,1,0,1
76384.65,Transfer,2,France,Mobile,16,1,1,0,1,1
44172.99,Wire,16,Germany,Mobile,25,0,1,0,0,0
59715.11,Transfer,22,Austria,Mobile,54,0,0,0,1,0
129649.56,Card,0,Netherlands,Tablet,90,1,1,0,0,1
21739.2,SEPA,13,Italy,Desktop,31,1,0,0,0,0
21675.3,SEPA,0,Netherlands,Desktop,117,0,1,0,1,0
46979.98,Transfer,16,Italy,Tablet,30,0,1,1,1,1
71546.21,Wire,14,Belgium,Tablet,25,0,1,0,0,0
49092.67,Transfer,20,Romania,Tablet,40,0,0,1,0,0
62046.27,Card,5,France,Desktop,67,0,0,1,0,1
30145.84,Transfer,11,Austria,Tablet,36,0,0,0,0,0
27882.93,Card,20,France,Desktop,95,1,1,1,1,1
42670.2,Transfer,11,Austria,Tablet,56,0,1,1,0,1
129429.63,Wire,6,France,Mobile,82,0,1,0,1,0
45979.8,Card,22,Netherlands,Desktop,103,0,0,1,0,0
137177.23,Wire,12,Italy,Tablet,21,0,1,0,0,0
53391.57,Card,8,Germany,Tablet,86,0,0,0,1,0
23614.78,SEPA,14,Poland,Tablet,29,0,1,0,0,0
27135.55,Card,19,Poland,Tablet,67,1,1,0,1,0
149236.97,SEPA,7,Austria,Desktop,12,0,1,0,1,0
119790.9,SEPA,15,Italy,Desktop,118,0,1,0,0,0
91626.61,Transfer,3,Poland,Mobile,1,0,0,1,0,1
24808.7,Transfer,13,Spain,Tablet,32,1,0,1,1,0
4062.22,Card,5,Netherlands,Desktop,72,0,0,0,0,0
63024.56,Wire,22,Belgium,Desktop,81,1,0,0,1,0
91747.19,Wire,12,Germany,Mobile,59,1,1,0,0,1
14740.56,Transfer,7,Poland,Mobile,10,0,0,0,0,0
14247.99,Card,3,Netherlands,Tablet,58,0,1,1,0,1
141173.56,Card,2,Spain,Tablet,30,0,1,1,1,1
148135.99,Wire,16,Austria,Tablet,98,0,1,0,0,0
57721.06,SEPA,19,Poland,Desktop,28,0,0,1,1,0
141510.64,Wire,0,Italy,Mobile,21,0,1,0,1,1
110090.52,Wire,6,Italy,Mobile,109,1,1,1,0,1
37293.48,Transfer,18,France,Tablet,63,1,1,1,1,1
133808.76,Transfer,1,Poland,Mobile,19,0,0,0,0,0
16601.97,Wire,2,Spain,Desktop,81,1,0,1,1,1
11158.03,Transfer,23,Germany,Mobile,39,1,0,0,1,0
97966.59,SEPA,0,Poland,Tablet,115,0,1,1,0,1
125566.02,Card,12,Germany,Mobile,4,0,0,1,1,0
32087.65,Card,5,Germany,Desktop,78,1,0,0,0,1
99970.84,Transfer,0,Spain,Tablet,73,1,0,1,0,1
91385.71,SEPA,8,Romania,Mobile,120,1,1,0,0,1
69896.74,SEPA,18,Italy,Mobile,111,1,1,0,1,1
25617.44,Transfer,14,Netherlands,Desktop,61,0,0,1,1,0
13387.7,Wire,7,Italy,Tablet,72,0,0,0,1,0
91617.7,Card,2,Netherlands,Desktop,61,0,1,1,1,1
100276.36,SEPA,6,Poland,Desktop,47,0,1,0,1,0
122275.96,SEPA,17,Netherlands,Mobile,76,0,1,0,1,0
40245.58,SEPA,5,Netherlands,Desktop,75,0,1,1,1,1
128173.56,Transfer,6,Germany,Desktop,33,0,0,0,0,0
67748.28,SEPA,10,Germany,Mobile,4,0,0,0,1,0
126964.16,SEPA,23,France,Mobile,98,1,0,1,0,1
128811.8,Transfer,12,Netherlands,Mobile,12,1,1,1,0,1
15157.98,Transfer,23,Spain,Tablet,16,0,1,1,1,0
78570.98,Card,11,Netherlands,Mobile,33,1,1,1,0,1
130589.6,Card,3,Italy,Desktop,88,0,1,1,1,1
8326.63,Wire,14,Austria,Tablet,82,1,1,0,1,0
12746.19,SEPA,19,Germany,Desktop,120,0,0,0,1,0
38028.78,Wire,14,Italy,Tablet,78,1,1,0,0,1
123871.99,SEPA,18,Netherlands,Mobile,21,1,0,1,1,1
111644.42,Transfer,12,France,Desktop,108,0,0,0,1,0
86828.9,Wire,16,Germany,Tablet,65,0,0,0,0,0
24172.68,Transfer,13,Poland,Mobile,47,1,1,1,0,1
70437.75,Transfer,6,France,Desktop,79,1,1,1,1,1
133405.26,Wire,1,Belgium,Desktop,39,0,1,1,0,1
91548.62,Card,21,Netherlands,Tablet,48,0,1,0,0,0
37857.64,Card,16,Poland,Tablet,97,1,0,1,1,1
17859.84,Transfer,2,Spain,Mobile,9,0,0,0,0,0
89073.16,SEPA,23,Netherlands,Mobile,20,0,1,1,1,1
10316.94,Card,19,France,Tablet,5,0,1,0,1,0
129184.68,Wire,21,Spain,Mobile,42,1,0,0,1,0
137661.75,Card,0,France,Desktop,79,1,0,0,0,1
123254.68,Transfer,13,Spain,Mobile,69,1,1,0,0,1
54341.56,Card,21,Italy,Desktop,6,1,0,1,0,1
128400.85,Wire,1,Germany,Mobile,17,1,1,0,0,1
24502.9,Wire,2,Romania,Mobile,69,0,0,1,0,0
25436.25,Card,6,Austria,Desktop,76,0,1,1,1,0
74967.69,Wire,6,Romania,Tablet,105,0,1,1,0,1
25667.98,Wire,3,Netherlands,Desktop,0,0,0,1,1,1
107089.23,Wire,14,Austria,Desktop,5,0,1,0,1,0
83103.46,SEPA,16,Belgium,Tablet,62,1,0,1,0,1
6282.49,SEPA,14,Romania,Mobile,24,0,0,0,0,0
109667.32,Transfer,4,Spain,Desktop,62,1,1,1,1,1
1079.13,Transfer,4,Italy,Desktop,119,1,0,1,0,1
5334.93,SEPA,5,Romania,Mobile,28,1,0,0,0,0
99416.11,Card,2,Netherlands,Desktop,1,1,1,1,1,1
21347.06,Wire,6,France,Tablet,56,0,0,1,0,0
41625.57,Card,19,Romania,Desktop,21,0,1,0,0,0
43539.72,SEPA,8,Poland,Desktop,99,1,0,0,1,0
51283.52,SEPA,13,France,Desktop,56,1,1,1,1,1
104959.17,Transfer,17,Austria,Tablet,67,1,1,0,1,1
72674.91,Transfer,19,Austria,Tablet,34,1,0,0,1,0
9375.41,Transfer,15,Italy,Tablet,96,0,0,1,0,0
109154.45,Wire,19,Romania,Desktop,62,0,1,0,0,0
45308.18,Transfer,3,Italy,Tablet,45,0,0,1,1,1
142668.42,SEPA,16,Belgium,Tablet,111,0,1,1,1,1
55129.12,Transfer,16,Germany,Tablet,53,0,0,1,1,0
118495.79,Transfer,16,Austria,Desktop,44,1,1,1,1,1
24072.13,Transfer,18,Netherlands,Desktop,38,0,1,0,1,0
118743.32,Wire,22,Belgium,Desktop,48,1,0,0,0,0
104601.33,SEPA,1,France,Desktop,113,1,1,1,1,1
110677.95,Card,23,Belgium,Desktop,65,0,1,0,0,0
44872.29,Wire,9,Austria,Desktop,109,0,0,0,1,0
8797.16,Card,13,Belgium,Mobile,18,0,0,0,1,0
120138.82,Card,15,Italy,Desktop,85,1,0,1,0,1
117788.68,Wire,2,France,Desktop,64,1,1,0,1,1
145137.31,Wire,20,Germany,Desktop,109,1,0,0,0,0
139101.46,Wire,23,Austria,Tablet,16,0,1,0,1,0
95414.29,Transfer,15,France,Tablet,107,1,0,0,1,0
36013.03,SEPA,16,Spain,Mobile,102,1,1,0,0,1
95312.07,Card,9,France,Tablet,25,0,1,1,1,1
93320.06,Wire,21,France,Mobile,59,0,0,0,1,0
120273.18,SEPA,3,Austria,Tablet,64,0,0,1,1,1
75876.88,Transfer,13,Germany,Mobile,84,0,1,1,1,1
140866.97,Transfer,18,Austria,Tablet,28,0,0,0,0,0
28199.08,Transfer,19,Poland,Mobile,60,1,0,0,1,0
116343.91,SEPA,12,Netherlands,Desktop,102,1,0,1,0,1
21395.97,Wire,12,Germany,Desktop,56,0,1,0,1,0
104577.96,Card,13,France,Desktop,49,1,1,1,1,1
111233.97,SEPA,4,Austria,Desktop,90,1,1,0,0,1
97663.78,Transfer,22,Spain,Tablet,109,1,1,1,0,1
38561.48,SEPA,10,Belgium,Mobile,33,0,1,0,0,0
1460.88,SEPA,9,France,Mobile,118,0,1,1,1,0
49805.4,Transfer,14,Romania,Mobile,44,0,0,1,1,0
48250.76,SEPA,14,Germany,Tablet,110,1,1,0,1,1
22654.83,Wire,13,France,Tablet,97,1,0,0,0,0
33964.99,Transfer,12,Belgium,Desktop,3,0,0,1,1,0
83037.32,Card,23,Romania,Tablet,92,0,0,1,1,0
37447.19,Transfer,1,Italy,Desktop,21,1,0,0,0,1
27879.41,Card,18,Netherlands,Mobile,22,0,0,0,1,0
134290.34,Wire,1,Poland,Mobile,100,1,0,0,0,1
90196.89,Card,0,Austria,Mobile,86,1,0,1,0,1
4526.43,Card,1,France,Desktop,74,0,1,0,0,0
52426.35,Card,15,Germany,Mobile,90,1,1,1,0,1
41991.61,Card,11,Germany,Mobile,69,0,0,1,1,0
12374.85,SEPA,13,Romania,Tablet,61,1,0,1,0,0
110728.34,Transfer,8,Romania,Desktop,40,0,0,0,0,0
5298.82,Wire,16,Germany,Mobile,57,0,1,1,0,0
123172.85,Card,19,Romania,Tablet,1,0,1,0,0,0
54378.93,Transfer,19,Italy,Tablet,50,0,1,1,0,1
5255.77,Card,5,Italy,Desktop,34,0,1,0,0,0
106624.38,Card,20,Austria,Tablet,110,1,1,0,1,1
148712.67,SEPA,14,Belgium,Mobile,3,0,1,1,1,1
121033.61,Card,1,Germany,Tablet,35,0,1,1,1,1
147911.34,Wire,19,Spain,Mobile,57,1,0,0,0,0
88198.37,SEPA,23,Austria,Desktop,31,0,0,0,1,0
63174.42,Wire,22,Netherlands,Tablet,12,0,1,1,0,1
74950.5,Card,20,Austria,Mobile,31,1,0,1,1,1
30781.21,Transfer,21,Romania,Mobile,1,0,1,0,1,0
33539.01,Card,1,Germany,Tablet,66,0,1,0,1,1
55358.01,Transfer,10,Belgium,Tablet,45,0,0,0,0,0
111236.42,SEPA,12,Spain,Mobile,29,0,1,1,0,1
35538.96,Transfer,2,Romania,Desktop,22,1,0,0,0,1
98481.23,SEPA,16,Germany,Desktop,94,0,1,1,1,1
146341.92,SEPA,17,Netherlands,Tablet,52,1,0,0,1,0
112968.68,Card,19,Austria,Desktop,118,0,0,1,0,0
39488.88,Card,3,Romania,Tablet,90,0,0,0,0,0
95801.75,Wire,16,Austria,Mobile,49,0,0,1,0,0
126787.32,SEPA,5,Italy,Mobile,21,0,1,0,0,1
102480.97,Wire,20,Spain,Desktop,118,0,1,0,0,0
58925.44,Card,1,Italy,Mobile,85,1,0,1,1,1
143054.02,Card,13,Belgium,Mobile,66,0,0,0,0,0
48496.03,Card,21,Netherlands,Tablet,39,0,0,0,1,0
109128.7,SEPA,3,France,Desktop,34,1,1,1,1,1
51785.05,SEPA,6,Austria,Mobile,115,0,0,0,1,0
64698.35,SEPA,15,Austria,Mobile,44,0,0,1,1,0
100456.2,Wire,15,Belgium,Desktop,2,1,0,1,0,1
82032.6,Card,14,Belgium,Mobile,61,1,0,1,0,1
121550.35,Wire,15,Poland,Desktop,34,0,1,0,0,0
104740.78,SEPA,9,Germany,Tablet,60,1,0,0,1,0
79251.61,SEPA,8,Poland,Mobile,108,0,1,1,0,1
95844.93,SEPA,19,Poland,Desktop,2,0,0,0,1,0
35925.74,Card,3,Austria,Tablet,3,1,1,1,1,1
34811.26,SEPA,21,Austria,Tablet,2,0,0,0,0,0
103420.76,Card,16,Italy,Mobile,60,0,1,0,1,0
8045.1,SEPA,18,Germany,Tablet,108,1,1,0,1,0
116174.81,Card,7,Belgium,Desktop,60,0,0,1,0,0
95082.28,SEPA,0,France,Tablet,64,1,1,0,1,1
77159.03,SEPA,15,Belgium,Mobile,49,1,1,1,1,1
24362.92,Wire,16,Romania,Tablet,100,1,0,0,1,0
90751.58,SEPA,0,Romania,Desktop,33,0,1,1,1,1
99234.18,Wire,18,Italy,Mobile,42,1,0,1,0,1
50536.31,Wire,2,Netherlands,Desktop,25,1,0,1,1,1
58060.24,Transfer,17,Poland,Tablet,63,0,0,0,1,0
106843.24,Transfer,10,Romania,Tablet,14,0,1,0,1,0
3045.63,SEPA,5,Poland,Desktop,110,0,1,0,1,0
137570.0,SEPA,18,Poland,Mobile,20,0,0,1,0,0
129369.59,Wire,15,Spain,Mobile,59,0,0,0,0,0
57750.22,SEPA,8,Italy,Mobile,1,1,0,1,1,1
131077.91,Wire,11,Italy,Mobile,30,1,1,1,0,1
54766.07,SEPA,18,Poland,Desktop,89,0,0,1,1,0
66754.78,Card,18,Netherlands,Desktop,31,0,0,1,1,0
18320.14,Card,2,Poland,Tablet,73,0,1,0,1,0
76512.39,SEPA,20,France,Tablet,49,0,0,1,1,0
70329.32,Card,12,Germany,Desktop,49,1,1,1,0,1
133794.06,Wire,10,Poland,Tablet,84,0,0,0,0,0
2079.03,Card,0,Romania,Mobile,101,0,0,1,0,0
110060.69,Transfer,15,Netherlands,Desktop,36,0,1,0,0,0
52742.53,Wire,0,Netherlands,Mobile,70,0,0,0,1,0
26636.2,Card,17,Germany,Desktop,58,1,1,1,0,1
216.59,Transfer,0,Belgium,Desktop,24,1,0,1,1,1
134845.5,Wire,18,Italy,Desktop,7,0,0,1,1,0
125742.81,Transfer,4,Austria,Desktop,26,0,1,1,1,1
146784.56,Transfer,22,Belgium,Tablet,66,0,1,0,1,0
88524.17,Wire,23,France,Desktop,116,1,0,0,1,0
27274.9,SEPA,15,Belgium,Desktop,34,1,1,1,0,1
18794.74,Transfer,22,Romania,Tablet,49,1,0,0,1,0
104507.53,Wire,0,Belgium,Desktop,57,0,0,1,1,1
90689.37,Transfer,14,Germany,Tablet,39,1,1,0,1,1
56606.06,Wire,20,Italy,Desktop,56,1,0,1,0,1
6622.77,Card,20,Germany,Tablet,110,0,1,1,0,0
111958.5,Wire,3,Italy,Mobile,4,0,1,0,1,1
67064.23,Wire,2,Spain,Mobile,14,0,1,1,0,1
90203.99,Wire,7,Netherlands,Tablet,82,0,1,1,1,1
12405.57,Card,9,France,Desktop,75,1,0,0,1,0
123623.23,Wire,15,Germany,Desktop,6,1,1,0,1,1
41313.96,Transfer,20,Italy,Desktop,96,1,0,1,0,1
12503.32,Transfer,2,Poland,Desktop,30,1,0,0,0,0
13.34,SEPA,0,Germany,Tablet,74,1,0,0,0,0
69173.78,Wire,3,Poland,Tablet,63,0,0,1,1,1
38872.75,Card,23,Germany,Desktop,22,1,0,0,0,0
96511.1,Card,15,France,Mobile,1,1,0,0,1,0
29786.84,Card,6,Italy,Desktop,36,0,0,1,1,0
79582.07,SEPA,13,Poland,Tablet,31,1,1,0,0,1
28797.78,Card,0,Spain,Desktop,28,1,0,1,0,1
41373.7,Wire,10,Spain,Tablet,53,1,0,0,0,0
126700.72,Card,14,Germany,Tablet,88,0,0,0,0,0
13758.88,Card,8,Netherlands,Tablet,22,1,0,0,0,0
128077.84,Transfer,3,France,Tablet,12,0,1,0,0,1
76373.59,SEPA,4,Italy,Desktop,29,1,1,0,1,1
139022.01,Card,22,Italy,Mobile,3,1,0,1,0,1
90149.72,Transfer,20,Belgium,Mobile,47,1,1,0,0,1
24007.18,Card,7,Romania,Mobile,75,0,0,1,0,0
19991.34,Transfer,2,Germany,Tablet,15,0,1,0,0,0
134627.8,Transfer,3,Spain,Tablet,24,1,1,1,0,1
56080.03,Card,16,Romania,Tablet,55,0,1,1,1,1
15601.53,Wire,11,Poland,Desktop,26,0,1,0,1,0
140699.37,Transfer,21,France,Desktop,46,0,0,0,1,0
125789.34,SEPA,14,Italy,Mobile,67,1,1,0,1,1
108058.15,Wire,1,Netherlands,Tablet,45,0,0,1,1,1
41861.03,Wire,2,Belgium,Desktop,101,0,1,0,1,1
61418.63,Card,1,Austria,Mobile,64,1,1,1,0,1
103440.16,SEPA,6,Spain,Tablet,24,0,0,0,1,0
32493.1,Transfer,14,Italy,Desktop,28,0,0,0,1,0
16294.03,Wire,21,Netherlands,Mobile,101,1,0,1,0,0
82366.52,Transfer,0,Spain,Mobile,42,1,1,0,1,1
19414.69,SEPA,13,Spain,Mobile,8,0,1,0,1,0
145316.59,Card,11,Germany,Desktop,33,0,1,1,0,1
96240.82,Transfer,21,Poland,Desktop,8,0,1,1,1,1
15659.74,Card,23,Poland,Mobile,2,0,0,0,1,0
121305.24,SEPA,16,Netherlands,Mobile,96,1,1,1,1,1
22073.4,SEPA,14,Poland,Desktop,90,1,0,1,1,0
3877.55,Wire,21,Belgium,Desktop,29,0,1,1,1,0
129547.49,Wire,7,Austria,Mobile,21,0,1,0,0,0
108785.0,Card,4,Germany,Mobile,53,1,0,1,0,1
72216.57,Wire,21,Belgium,Desktop,12,0,0,1,1,0
145588.8,SEPA,7,Poland,Desktop,61,1,0,0,0,0
90686.85,SEPA,21,Germany,Tablet,38,1,1,0,1,1
3690.9,Transfer,13,Spain,Tablet,80,1,1,1,0,1
70353.48,Card,10,Netherlands,Mobile,75,0,1,1,0,1
140282.24,SEPA,19,Poland,Tablet,32,0,1,1,1,1
11724.92,Transfer,22,Spain,Tablet,97,1,1,0,1,0
136857.45,Transfer,19,Netherlands,Tablet,111,1,1,1,1,1
133876.89,Wire,15,Romania,Tablet,33,1,1,0,0,1
121932.92,Wire,8,Germany,Tablet,114,1,1,1,0,1
135802.12,Card,19,Belgium,Tablet,114,1,1,1,1,1
38583.71,Transfer,16,Romania,Desktop,30,1,0,1,1,1
19893.72,Card,23,Austria,Tablet,11,1,0,1,0,0
17016.85,SEPA,19,France,Tablet,111,0,0,1,1,0
141498.62,Transfer,23,Poland,Mobile,41,1,0,1,1,1
102399.42,Transfer,15,Poland,Tablet,61,0,1,0,0,0
140916.96,Card,11,Romania,Mobile,96,0,0,0,0,0
41096.13,Transfer,4,Germany,Mobile,63,1,0,1,1,1
53531.97,Card,21,Germany,Desktop,5,0,0,1,1,0
137875.82,Wire,5,Austria,Tablet,104,1,1,1,1,1
30108.1,SEPA,21,Belgium,Tablet,82,0,1,1,0,1
